sensid;Codice;statid;subnetwork;Codice_SIRAV;type;descr;Nome breve sensore;Codice sensore;Nome;Inizio;Fine;Quota;Comune;Provincia;Acronimo;Nome stazione;Epsg3003_X;Epsg3003_Y;Epsg4258_Lat;Epsg4258_Lon
VEIM0000464TPR;VEIM0000464;Meteo_idro_ARPAV_464;Meteo_idro_ARPAV;464;PREC;Precipitazione;TPR;300008668;Nogarolo di Tarzo CAE;20/10/2009;;329;TARZO (TV);TV;IM;Nogarolo di Tarzo CAE;1751438.805;5097704.295;45.98658333;12.24608334
VEIM0000464TA2;VEIM0000464;Meteo_idro_ARPAV_464;Meteo_idro_ARPAV;464;TARIA2M;Temperatura aria a 2m;TA2;300013648;Nogarolo di Tarzo CAE;20/10/2009;;329;TARZO (TV);TV;IM;Nogarolo di Tarzo CAE;1751438.805;5097704.295;45.98658333;12.24608334
VEIM0000047WD5;VEIM0000047;Meteo_idro_ARPAV_47;Meteo_idro_ARPAV;47;DVENTO5M;Direzione vento a 5m;WD5;300001843;Faloria;09/11/1984;;2235;CORTINA D'AMPEZZO (BL);BL;IM;Faloria;1743531;5157576;46.52744551;12.17508664
VEIM0000047TPR;VEIM0000047;Meteo_idro_ARPAV_47;Meteo_idro_ARPAV;47;PREC;Precipitazione;TPR;300001846;Faloria;09/11/1984;;2235;CORTINA D'AMPEZZO (BL);BL;IM;Faloria;1743531;5157576;46.52744551;12.17508664
VEIM0000047RSG;VEIM0000047;Meteo_idro_ARPAV_47;Meteo_idro_ARPAV;47;RADSOL;Radiazione solare globale;RSG;300001847;Faloria;09/11/1984;;2235;CORTINA D'AMPEZZO (BL);BL;IM;Faloria;1743531;5157576;46.52744551;12.17508664
VEIM0000047TA2;VEIM0000047;Meteo_idro_ARPAV_47;Meteo_idro_ARPAV;47;TARIA2M;Temperatura aria a 2m;TA2;300001844;Faloria;09/11/1984;;2235;CORTINA D'AMPEZZO (BL);BL;IM;Faloria;1743531;5157576;46.52744551;12.17508664
VEIM0000047UR2;VEIM0000047;Meteo_idro_ARPAV_47;Meteo_idro_ARPAV;47;UMID2M;Umidità relativa a 2m;UR2;;Faloria;09/11/1984;;2235;CORTINA D'AMPEZZO (BL);BL;IM;Faloria;1743531;5157576;46.52744551;12.17508664
VEIM0000047VW5;VEIM0000047;Meteo_idro_ARPAV_47;Meteo_idro_ARPAV;47;VVENTO5M;Velocità vento a 5m;VW5;;Faloria;09/11/1984;;2235;CORTINA D'AMPEZZO (BL);BL;IM;Faloria;1743531;5157576;46.52744551;12.17508664
VEIM0000048WD5;VEIM0000048;Meteo_idro_ARPAV_48;Meteo_idro_ARPAV;48;DVENTO5M;Direzione vento a 5m;WD5;300004947;Podestagno (Cortina d'Ampezzo);01/01/1985;;1316;CORTINA D'AMPEZZO (BL);BL;IM;Podestagno (Cortina d'Ampezzo);1738424.428;5164737.027;46.59362172;12.11232905
VEIM0000048HID;VEIM0000048;Meteo_idro_ARPAV_48;Meteo_idro_ARPAV;48;LIDRO_1;Livello idrometrico;HID;300003592;Podestagno (Cortina d'Ampezzo);01/01/1985;;1316;CORTINA D'AMPEZZO (BL);BL;IM;Podestagno (Cortina d'Ampezzo);1738424.428;5164737.027;46.59362172;12.11232905
VEIM0000048TPR;VEIM0000048;Meteo_idro_ARPAV_48;Meteo_idro_ARPAV;48;PREC;Precipitazione;TPR;300001855;Podestagno (Cortina d'Ampezzo);01/01/1985;;1316;CORTINA D'AMPEZZO (BL);BL;IM;Podestagno (Cortina d'Ampezzo);1738424.428;5164737.027;46.59362172;12.11232905
VEIM0000048RSG;VEIM0000048;Meteo_idro_ARPAV_48;Meteo_idro_ARPAV;48;RADSOL;Radiazione solare globale;RSG;300004953;Podestagno (Cortina d'Ampezzo);01/01/1985;;1316;CORTINA D'AMPEZZO (BL);BL;IM;Podestagno (Cortina d'Ampezzo);1738424.428;5164737.027;46.59362172;12.11232905
VEIM0000048TA2;VEIM0000048;Meteo_idro_ARPAV_48;Meteo_idro_ARPAV;48;TARIA2M;Temperatura aria a 2m;TA2;300001854;Podestagno (Cortina d'Ampezzo);01/01/1985;;1316;CORTINA D'AMPEZZO (BL);BL;IM;Podestagno (Cortina d'Ampezzo);1738424.428;5164737.027;46.59362172;12.11232905
VEIM0000048UR2;VEIM0000048;Meteo_idro_ARPAV_48;Meteo_idro_ARPAV;48;UMID2M;Umidità relativa a 2m;UR2;;Podestagno (Cortina d'Ampezzo);01/01/1985;;1316;CORTINA D'AMPEZZO (BL);BL;IM;Podestagno (Cortina d'Ampezzo);1738424.428;5164737.027;46.59362172;12.11232905
VEIM0000048VW5;VEIM0000048;Meteo_idro_ARPAV_48;Meteo_idro_ARPAV;48;VVENTO5M;Velocità vento a 5m;VW5;;Podestagno (Cortina d'Ampezzo);01/01/1985;;1316;CORTINA D'AMPEZZO (BL);BL;IM;Podestagno (Cortina d'Ampezzo);1738424.428;5164737.027;46.59362172;12.11232905
VEIM0000050WD5;VEIM0000050;Meteo_idro_ARPAV_50;Meteo_idro_ARPAV;50;DVENTO5M;Direzione vento a 5m;WD5;300001861;Villanova (Borca di Cadore);07/12/1984;;967;BORCA DI CADORE (BL);BL;IM;Villanova (Borca di Cadore);1746301.73;5148320.301;46.44327375;12.20626034
VEIM0000050TPR;VEIM0000050;Meteo_idro_ARPAV_50;Meteo_idro_ARPAV;50;PREC;Precipitazione;TPR;300001864;Villanova (Borca di Cadore);07/12/1984;;967;BORCA DI CADORE (BL);BL;IM;Villanova (Borca di Cadore);1746301.73;5148320.301;46.44327375;12.20626034
VEIM0000050RSG;VEIM0000050;Meteo_idro_ARPAV_50;Meteo_idro_ARPAV;50;RADSOL;Radiazione solare globale;RSG;300001865;Villanova (Borca di Cadore);07/12/1984;;967;BORCA DI CADORE (BL);BL;IM;Villanova (Borca di Cadore);1746301.73;5148320.301;46.44327375;12.20626034
VEIM0000050TA2;VEIM0000050;Meteo_idro_ARPAV_50;Meteo_idro_ARPAV;50;TARIA2M;Temperatura aria a 2m;TA2;300001862;Villanova (Borca di Cadore);07/12/1984;;967;BORCA DI CADORE (BL);BL;IM;Villanova (Borca di Cadore);1746301.73;5148320.301;46.44327375;12.20626034
VEIM0000050UR2;VEIM0000050;Meteo_idro_ARPAV_50;Meteo_idro_ARPAV;50;UMID2M;Umidità relativa a 2m;UR2;;Villanova (Borca di Cadore);07/12/1984;;967;BORCA DI CADORE (BL);BL;IM;Villanova (Borca di Cadore);1746301.73;5148320.301;46.44327375;12.20626034
VEIM0000050VW5;VEIM0000050;Meteo_idro_ARPAV_50;Meteo_idro_ARPAV;50;VVENTO5M;Velocità vento a 5m;VW5;;Villanova (Borca di Cadore);07/12/1984;;967;BORCA DI CADORE (BL);BL;IM;Villanova (Borca di Cadore);1746301.73;5148320.301;46.44327375;12.20626034
VEIM0000505WD5;VEIM0000505;Meteo_idro_ARPAV_505;Meteo_idro_ARPAV;505;DVENTO5M;Direzione vento a 5m;WD5;300008929;Ponte Rio Cordon (Selva di Cadore);01/10/2010;;1764;SELVA DI CADORE (BL);BL;IM;Ponte Rio Cordon (Selva di Cadore);1737793.597;5148836.153;46.45098415;12.09595652
VEIM0000505TPR;VEIM0000505;Meteo_idro_ARPAV_505;Meteo_idro_ARPAV;505;PREC;Precipitazione;TPR;300008933;Ponte Rio Cordon (Selva di Cadore);01/10/2010;;1764;SELVA DI CADORE (BL);BL;IM;Ponte Rio Cordon (Selva di Cadore);1737793.597;5148836.153;46.45098415;12.09595652
VEIM0000505PRA;VEIM0000505;Meteo_idro_ARPAV_505;Meteo_idro_ARPAV;505;PRESS;Pressione atmosferica;PRA;300009108;Ponte Rio Cordon (Selva di Cadore);01/10/2010;;1764;SELVA DI CADORE (BL);BL;IM;Ponte Rio Cordon (Selva di Cadore);1737793.597;5148836.153;46.45098415;12.09595652
VEIM0000505RSG;VEIM0000505;Meteo_idro_ARPAV_505;Meteo_idro_ARPAV;505;RADSOL;Radiazione solare globale;RSG;300008932;Ponte Rio Cordon (Selva di Cadore);01/10/2010;;1764;SELVA DI CADORE (BL);BL;IM;Ponte Rio Cordon (Selva di Cadore);1737793.597;5148836.153;46.45098415;12.09595652
VEIM0000505TA2;VEIM0000505;Meteo_idro_ARPAV_505;Meteo_idro_ARPAV;505;TARIA2M;Temperatura aria a 2m;TA2;300008930;Ponte Rio Cordon (Selva di Cadore);01/10/2010;;1764;SELVA DI CADORE (BL);BL;IM;Ponte Rio Cordon (Selva di Cadore);1737793.597;5148836.153;46.45098415;12.09595652
VEIM0000505UR2;VEIM0000505;Meteo_idro_ARPAV_505;Meteo_idro_ARPAV;505;UMID2M;Umidità relativa a 2m;UR2;;Ponte Rio Cordon (Selva di Cadore);01/10/2010;;1764;SELVA DI CADORE (BL);BL;IM;Ponte Rio Cordon (Selva di Cadore);1737793.597;5148836.153;46.45098415;12.09595652
VEIM0000505VW5;VEIM0000505;Meteo_idro_ARPAV_505;Meteo_idro_ARPAV;505;VVENTO5M;Velocità vento a 5m;VW5;;Ponte Rio Cordon (Selva di Cadore);01/10/2010;;1764;SELVA DI CADORE (BL);BL;IM;Ponte Rio Cordon (Selva di Cadore);1737793.597;5148836.153;46.45098415;12.09595652
VEIM0000051HI1;VEIM0000051;Meteo_idro_ARPAV_51;Meteo_idro_ARPAV;51;LIDRO_1;Livello idrometrico 1;HI1;300001872;Boite a Cancia;11/07/1985;04/04/2019;883;BORCA DI CADORE (BL);BL;IM;Boite a Cancia;1747577;5147034;46.43124984;12.22215426
VEIM0000051HI2;VEIM0000051;Meteo_idro_ARPAV_51;Meteo_idro_ARPAV;51;LIDRO_2;Livello idrometrico 2;HI2;300001873;Boite a Cancia;11/07/1985;04/04/2019;883;BORCA DI CADORE (BL);BL;IM;Boite a Cancia;1747577;5147034;46.43124984;12.22215426
VEIM0000051Q01;VEIM0000051;Meteo_idro_ARPAV_51;Meteo_idro_ARPAV;51;PORT_1;Portata 1;Q01;300004432;Boite a Cancia;11/07/1985;04/04/2019;883;BORCA DI CADORE (BL);BL;IM;Boite a Cancia;1747577;5147034;46.43124984;12.22215426
VEIM0000510WD2;VEIM0000510;Meteo_idro_ARPAV_510;Meteo_idro_ARPAV;510;DVENTO2M;Direzione vento a 2m;WD2;300009049;Caprino Veronese - Platano;28/12/2010;;275;CAPRINO VERONESE (VR);VR;IM;Caprino Veronese - Platano;1641524.856;5052119.2;45.60804812;10.81463468
VEIM0000510TPR;VEIM0000510;Meteo_idro_ARPAV_510;Meteo_idro_ARPAV;510;PREC;Precipitazione;TPR;300009053;Caprino Veronese - Platano;28/12/2010;;275;CAPRINO VERONESE (VR);VR;IM;Caprino Veronese - Platano;1641524.856;5052119.2;45.60804812;10.81463468
VEIM0000510RSG;VEIM0000510;Meteo_idro_ARPAV_510;Meteo_idro_ARPAV;510;RADSOL;Radiazione solare globale;RSG;300009052;Caprino Veronese - Platano;28/12/2010;;275;CAPRINO VERONESE (VR);VR;IM;Caprino Veronese - Platano;1641524.856;5052119.2;45.60804812;10.81463468
VEIM0000510TA2;VEIM0000510;Meteo_idro_ARPAV_510;Meteo_idro_ARPAV;510;TARIA2M;Temperatura aria a 2m;TA2;300009050;Caprino Veronese - Platano;28/12/2010;;275;CAPRINO VERONESE (VR);VR;IM;Caprino Veronese - Platano;1641524.856;5052119.2;45.60804812;10.81463468
VEIM0000510UR2;VEIM0000510;Meteo_idro_ARPAV_510;Meteo_idro_ARPAV;510;UMID2M;Umidità relativa a 2m;UR2;;Caprino Veronese - Platano;28/12/2010;;275;CAPRINO VERONESE (VR);VR;IM;Caprino Veronese - Platano;1641524.856;5052119.2;45.60804812;10.81463468
VEIM0000510VW2;VEIM0000510;Meteo_idro_ARPAV_510;Meteo_idro_ARPAV;510;VVENTO2M;Velocità vento a 2m;VW2;;Caprino Veronese - Platano;28/12/2010;;275;CAPRINO VERONESE (VR);VR;IM;Caprino Veronese - Platano;1641524.856;5052119.2;45.60804812;10.81463468
VEIM0000052TPR;VEIM0000052;Meteo_idro_ARPAV_52;Meteo_idro_ARPAV;52;PREC;Precipitazione;TPR;300005327;Col di Varda;09/11/1984;01/02/1993;2129;AURONZO DI CADORE (BL);BL;IM;Col di Varda;1750369;5162589;46.56997714;12.26680726
VEIM0000052TA2;VEIM0000052;Meteo_idro_ARPAV_52;Meteo_idro_ARPAV;52;TARIA2M;Temperatura aria a 2m;TA2;300005326;Col di Varda;09/11/1984;01/02/1993;2129;AURONZO DI CADORE (BL);BL;IM;Col di Varda;1750369;5162589;46.56997714;12.26680726
VEIM0000053WD5;VEIM0000053;Meteo_idro_ARPAV_53;Meteo_idro_ARPAV;53;DVENTO5M;Direzione vento a 5m;WD5;300001875;Auronzo;09/11/1984;;849;AURONZO DI CADORE (BL);BL;IM;Auronzo;1762629;5161582;46.55625348;12.42593677
VEIM0000053TPR;VEIM0000053;Meteo_idro_ARPAV_53;Meteo_idro_ARPAV;53;PREC;Precipitazione;TPR;300001878;Auronzo;09/11/1984;;849;AURONZO DI CADORE (BL);BL;IM;Auronzo;1762629;5161582;46.55625348;12.42593677
VEIM0000053RSG;VEIM0000053;Meteo_idro_ARPAV_53;Meteo_idro_ARPAV;53;RADSOL;Radiazione solare globale;RSG;300001879;Auronzo;09/11/1984;;849;AURONZO DI CADORE (BL);BL;IM;Auronzo;1762629;5161582;46.55625348;12.42593677
VEIM0000053TA2;VEIM0000053;Meteo_idro_ARPAV_53;Meteo_idro_ARPAV;53;TARIA2M;Temperatura aria a 2m;TA2;300001876;Auronzo;09/11/1984;;849;AURONZO DI CADORE (BL);BL;IM;Auronzo;1762629;5161582;46.55625348;12.42593677
VEIM0000053UR2;VEIM0000053;Meteo_idro_ARPAV_53;Meteo_idro_ARPAV;53;UMID2M;Umidità relativa a 2m;UR2;;Auronzo;09/11/1984;;849;AURONZO DI CADORE (BL);BL;IM;Auronzo;1762629;5161582;46.55625348;12.42593677
VEIM0000053VW5;VEIM0000053;Meteo_idro_ARPAV_53;Meteo_idro_ARPAV;53;VVENTO5M;Velocità vento a 5m;VW5;;Auronzo;09/11/1984;;849;AURONZO DI CADORE (BL);BL;IM;Auronzo;1762629;5161582;46.55625348;12.42593677
VEIM0000545TA2;VEIM0000545;Meteo_idro_ARPAV_545;Meteo_idro_ARPAV;545;TARIA2M;Temperatura aria a 2m;TA2;300009348;Passo Cimabanche;01/08/2011;;1532;CORTINA D'AMPEZZO (BL);BL;IM;Passo Cimabanche;1743797.731;5167934.016;46.62041802;12.18400869
VEIM0000545UR2;VEIM0000545;Meteo_idro_ARPAV_545;Meteo_idro_ARPAV;545;UMID2M;Umidità relativa a 2m;UR2;;Passo Cimabanche;01/08/2011;;1532;CORTINA D'AMPEZZO (BL);BL;IM;Passo Cimabanche;1743797.731;5167934.016;46.62041802;12.18400869
VEIM0000055TPR;VEIM0000055;Meteo_idro_ARPAV_55;Meteo_idro_ARPAV;55;PREC;Precipitazione;TPR;300001889;Pian del Crep (Val di Zoldo);21/01/1985;;1741;VAL DI ZOLDO (BL);BL;IM;Pian del Crep (Val di Zoldo);1737890;5140871;46.37934829;12.09312208
VEIM0000055TA2;VEIM0000055;Meteo_idro_ARPAV_55;Meteo_idro_ARPAV;55;TARIA2M;Temperatura aria a 2m;TA2;300001888;Pian del Crep (Val di Zoldo);21/01/1985;;1741;VAL DI ZOLDO (BL);BL;IM;Pian del Crep (Val di Zoldo);1737890;5140871;46.37934829;12.09312208
VEIM0000551WD2;VEIM0000551;Meteo_idro_ARPAV_551;Meteo_idro_ARPAV;551;DVENTO2M;Direzione vento a 2m;WD2;300009669;Sant'Elena;10/07/2013;;8;SANT'ELENA (PD);PD;IM;Sant'Elena;1711682.798;5008331.604;45.196595;11.69453713
VEIM0000551TPR;VEIM0000551;Meteo_idro_ARPAV_551;Meteo_idro_ARPAV;551;PREC;Precipitazione;TPR;300009673;Sant'Elena;10/07/2013;;8;SANT'ELENA (PD);PD;IM;Sant'Elena;1711682.798;5008331.604;45.196595;11.69453713
VEIM0000551RSG;VEIM0000551;Meteo_idro_ARPAV_551;Meteo_idro_ARPAV;551;RADSOL;Radiazione solare globale;RSG;300009672;Sant'Elena;10/07/2013;;8;SANT'ELENA (PD);PD;IM;Sant'Elena;1711682.798;5008331.604;45.196595;11.69453713
VEIM0000551TA2;VEIM0000551;Meteo_idro_ARPAV_551;Meteo_idro_ARPAV;551;TARIA2M;Temperatura aria a 2m;TA2;300009670;Sant'Elena;10/07/2013;;8;SANT'ELENA (PD);PD;IM;Sant'Elena;1711682.798;5008331.604;45.196595;11.69453713
VEIM0000551UR2;VEIM0000551;Meteo_idro_ARPAV_551;Meteo_idro_ARPAV;551;UMID2M;Umidità relativa a 2m;UR2;;Sant'Elena;10/07/2013;;8;SANT'ELENA (PD);PD;IM;Sant'Elena;1711682.798;5008331.604;45.196595;11.69453713
VEIM0000551VW2;VEIM0000551;Meteo_idro_ARPAV_551;Meteo_idro_ARPAV;551;VVENTO2M;Velocità vento a 2m;VW2;;Sant'Elena;10/07/2013;;8;SANT'ELENA (PD);PD;IM;Sant'Elena;1711682.798;5008331.604;45.196595;11.69453713
VEIM0000552HI1;VEIM0000552;Meteo_idro_ARPAV_552;Meteo_idro_ARPAV;552;LIDRO_1;Livello idrometrico 1;HI1;300009688;Po a Porto Barricata CAE;15/05/2013;;0;PORTO TOLLE (RO);RO;IM;Po a Porto Barricata CAE;1773846.391;4971996.444;44.84861111;12.465
VEIM0000554HI1;VEIM0000554;Meteo_idro_ARPAV_554;Meteo_idro_ARPAV;554;LIDRO_1;Livello idrometrico 1;HI1;300009830;Muson dei Sassi ad Asolo CAE;02/04/2014;;94;ASOLO (TV);TV;IM;Muson dei Sassi ad Asolo CAE;1725031.565;5074342.934;45.78576616;11.89466078
VEIM0000554QCA;VEIM0000554;Meteo_idro_ARPAV_554;Meteo_idro_ARPAV;554;PORT_1;Portata calcolata;QCA;300015531;Muson dei Sassi ad Asolo CAE;02/04/2014;;94;ASOLO (TV);TV;IM;Muson dei Sassi ad Asolo CAE;1725031.565;5074342.934;45.78576616;11.89466078
VEIM0000554TPR;VEIM0000554;Meteo_idro_ARPAV_554;Meteo_idro_ARPAV;554;PREC;Precipitazione;TPR;300009829;Muson dei Sassi ad Asolo CAE;02/04/2014;;94;ASOLO (TV);TV;IM;Muson dei Sassi ad Asolo CAE;1725031.565;5074342.934;45.78576616;11.89466078
VEIM0000554TA2;VEIM0000554;Meteo_idro_ARPAV_554;Meteo_idro_ARPAV;554;TARIA2M;Temperatura aria a 2m;TA2;300009828;Muson dei Sassi ad Asolo CAE;02/04/2014;;94;ASOLO (TV);TV;IM;Muson dei Sassi ad Asolo CAE;1725031.565;5074342.934;45.78576616;11.89466078
VEIM0000554VH2;VEIM0000554;Meteo_idro_ARPAV_554;Meteo_idro_ARPAV;554;VELOSUPERF;Velocità superficiale;VH2;;Muson dei Sassi ad Asolo CAE;02/04/2014;;94;ASOLO (TV);TV;IM;Muson dei Sassi ad Asolo CAE;1725031.565;5074342.934;45.78576616;11.89466078
VEIM0000554QC2;VEIM0000554;Meteo_idro_ARPAV_554;Meteo_idro_ARPAV;554;PORT_2;Portata calcolata;QC2;300015531;Muson dei Sassi ad Asolo CAE;02/04/2014;;94;ASOLO (TV);TV;IM;Muson dei Sassi ad Asolo CAE;1725031.565;5074342.934;45.78576616;11.89466078
VEIM0000555HI1;VEIM0000555;Meteo_idro_ARPAV_555;Meteo_idro_ARPAV;555;LIDRO_1;Livello idrometrico 1;HI1;300010088;Gua' a Ponte Asse CAE;01/06/1997;;57;MONTEBELLO VICENTINO (VI);VI;IM;Gua' a Ponte Asse CAE;1687748.267;5037110.829;45.46209446;11.40114264
VEIM0000056WD5;VEIM0000056;Meteo_idro_ARPAV_56;Meteo_idro_ARPAV;56;DVENTO5M;Direzione vento a 5m;WD5;300001893;Forno di Zoldo - Campo;01/01/1985;;872;VAL DI ZOLDO (BL);BL;IM;Forno di Zoldo - Campo;1745068;5137519;46.34666725;12.1845653
VEIM0000056TPR;VEIM0000056;Meteo_idro_ARPAV_56;Meteo_idro_ARPAV;56;PREC;Precipitazione;TPR;300001896;Forno di Zoldo - Campo;01/01/1985;;872;VAL DI ZOLDO (BL);BL;IM;Forno di Zoldo - Campo;1745068;5137519;46.34666725;12.1845653
VEIM0000056RSG;VEIM0000056;Meteo_idro_ARPAV_56;Meteo_idro_ARPAV;56;RADSOL;Radiazione solare globale;RSG;300001897;Forno di Zoldo - Campo;01/01/1985;;872;VAL DI ZOLDO (BL);BL;IM;Forno di Zoldo - Campo;1745068;5137519;46.34666725;12.1845653
VEIM0000056TA2;VEIM0000056;Meteo_idro_ARPAV_56;Meteo_idro_ARPAV;56;TARIA2M;Temperatura aria a 2m;TA2;300001894;Forno di Zoldo - Campo;01/01/1985;;872;VAL DI ZOLDO (BL);BL;IM;Forno di Zoldo - Campo;1745068;5137519;46.34666725;12.1845653
VEIM0000056UR2;VEIM0000056;Meteo_idro_ARPAV_56;Meteo_idro_ARPAV;56;UMID2M;Umidità relativa a 2m;UR2;;Forno di Zoldo - Campo;01/01/1985;;872;VAL DI ZOLDO (BL);BL;IM;Forno di Zoldo - Campo;1745068;5137519;46.34666725;12.1845653
VEIM0000056VW5;VEIM0000056;Meteo_idro_ARPAV_56;Meteo_idro_ARPAV;56;VVENTO5M;Velocità vento a 5m;VW5;;Forno di Zoldo - Campo;01/01/1985;;872;VAL DI ZOLDO (BL);BL;IM;Forno di Zoldo - Campo;1745068;5137519;46.34666725;12.1845653
VEIM0000563HI1;VEIM0000563;Meteo_idro_ARPAV_563;Meteo_idro_ARPAV;563;LIDRO_1;Livello idrometrico 1;HI1;300010508;Gorzone a Stanghella CAE lato valle;21/04/1994;31/10/2007;2;STANGHELLA (PD);PD;IM;Gorzone a Stanghella CAE lato valle;1716768.985;5002782.595;45.14505173;11.75692072
VEIM0000563QUS;VEIM0000563;Meteo_idro_ARPAV_563;Meteo_idro_ARPAV;563;PORT_2;Portata ultrasuono;QUS;300010528;Gorzone a Stanghella CAE lato valle;21/04/1994;31/10/2007;2;STANGHELLA (PD);PD;IM;Gorzone a Stanghella CAE lato valle;1716768.985;5002782.595;45.14505173;11.75692072
VEIM0000564HI1;VEIM0000564;Meteo_idro_ARPAV_564;Meteo_idro_ARPAV;564;LIDRO_1;Livello idrometrico 1;HI1;300010509;Alpone a S.Bonifacio CAE ponte della Motta;19/04/1986;03/03/2015;27;SAN BONIFACIO (VR);VR;IM;Alpone a S.Bonifacio CAE ponte della Motta;1677527.89;5029238.62;45.39396536;11.2676816
VEIM0000568TPR;VEIM0000568;Meteo_idro_ARPAV_568;Meteo_idro_ARPAV;568;PREC;Precipitazione;TPR;300010748;Rovina di Cancia CAE (Q2267);11/09/2013;;2267;BORCA DI CADORE (BL);BL;IM;Rovina di Cancia CAE (Q2267);1749674.159;5148920.924;46.44743181;12.2504163
VEIM0000568TA2;VEIM0000568;Meteo_idro_ARPAV_568;Meteo_idro_ARPAV;568;TARIA2M;Temperatura aria a 2m;TA2;300010752;Rovina di Cancia CAE (Q2267);11/09/2013;;2267;BORCA DI CADORE (BL);BL;IM;Rovina di Cancia CAE (Q2267);1749674.159;5148920.924;46.44743181;12.2504163
VEIM0000568VW2;VEIM0000568;Meteo_idro_ARPAV_568;Meteo_idro_ARPAV;568;VVENTO2M;Velocità vento a 2m;VW2;;Rovina di Cancia CAE (Q2267);11/09/2013;;2267;BORCA DI CADORE (BL);BL;IM;Rovina di Cancia CAE (Q2267);1749674.159;5148920.924;46.44743181;12.2504163
VEIM0000569TPR;VEIM0000569;Meteo_idro_ARPAV_569;Meteo_idro_ARPAV;569;PREC;Precipitazione;TPR;300010756;Rovina di Cancia CAE (Q1690);06/11/2013;;1688;BORCA DI CADORE (BL);BL;IM;Rovina di Cancia CAE (Q1690);1749324.701;5148324.136;46.44219886;12.24555485
VEIM0000569TA2;VEIM0000569;Meteo_idro_ARPAV_569;Meteo_idro_ARPAV;569;TARIA2M;Temperatura aria a 2m;TA2;300010755;Rovina di Cancia CAE (Q1690);06/11/2013;;1688;BORCA DI CADORE (BL);BL;IM;Rovina di Cancia CAE (Q1690);1749324.701;5148324.136;46.44219886;12.24555485
VEIM0000569VW2;VEIM0000569;Meteo_idro_ARPAV_569;Meteo_idro_ARPAV;569;VVENTO2M;Velocità vento a 2m;VW2;;Rovina di Cancia CAE (Q1690);06/11/2013;;1688;BORCA DI CADORE (BL);BL;IM;Rovina di Cancia CAE (Q1690);1749324.701;5148324.136;46.44219886;12.24555485
VEIM0000570TPR;VEIM0000570;Meteo_idro_ARPAV_570;Meteo_idro_ARPAV;570;PREC;Precipitazione;TPR;300010808;Rovina di Cancia CAE (Q2267) 2° Pluviometro;11/09/2013;;2267;BORCA DI CADORE (BL);BL;IM;Rovina di Cancia CAE (Q2267) 2° Pluviometro;1749674.159;5148920.924;46.44743181;12.2504163
VEIM0000571HI1;VEIM0000571;Meteo_idro_ARPAV_571;Meteo_idro_ARPAV;571;LIDRO_1;Livello idrometrico 1;HI1;300010948;Squaranto a Pigozzo CAE;01/12/2015;;148;VERONA (VR);VR;IM;Squaranto a Pigozzo CAE;1661220.139;5041311.116;45.50650525;11.06344352
VEIM0000572WD1;VEIM0000572;Meteo_idro_ARPAV_572;Meteo_idro_ARPAV;572;DVENTO10M;Direzione vento a 10m;WD1;300010969;Ospedaletto Euganeo;27/01/2016;;9;OSPEDALETTO EUGANEO (PD);PD;IM;Ospedaletto Euganeo;1704622.117;5012334.365;45.2345589;11.60648596
VEIM0000572TPR;VEIM0000572;Meteo_idro_ARPAV_572;Meteo_idro_ARPAV;572;PREC;Precipitazione;TPR;300010978;Ospedaletto Euganeo;27/01/2016;;9;OSPEDALETTO EUGANEO (PD);PD;IM;Ospedaletto Euganeo;1704622.117;5012334.365;45.2345589;11.60648596
VEIM0000572RSG;VEIM0000572;Meteo_idro_ARPAV_572;Meteo_idro_ARPAV;572;RADSOL;Radiazione solare globale;RSG;300010975;Ospedaletto Euganeo;27/01/2016;;9;OSPEDALETTO EUGANEO (PD);PD;IM;Ospedaletto Euganeo;1704622.117;5012334.365;45.2345589;11.60648596
VEIM0000572TA2;VEIM0000572;Meteo_idro_ARPAV_572;Meteo_idro_ARPAV;572;TARIA2M;Temperatura aria a 2m;TA2;300010970;Ospedaletto Euganeo;27/01/2016;;9;OSPEDALETTO EUGANEO (PD);PD;IM;Ospedaletto Euganeo;1704622.117;5012334.365;45.2345589;11.60648596
VEIM0000572UR2;VEIM0000572;Meteo_idro_ARPAV_572;Meteo_idro_ARPAV;572;UMID2M;Umidità relativa a 2m;UR2;;Ospedaletto Euganeo;27/01/2016;;9;OSPEDALETTO EUGANEO (PD);PD;IM;Ospedaletto Euganeo;1704622.117;5012334.365;45.2345589;11.60648596
VEIM0000572VW1;VEIM0000572;Meteo_idro_ARPAV_572;Meteo_idro_ARPAV;572;VVENTO10M;Velocità vento a 10m;VW1;;Ospedaletto Euganeo;27/01/2016;;9;OSPEDALETTO EUGANEO (PD);PD;IM;Ospedaletto Euganeo;1704622.117;5012334.365;45.2345589;11.60648596
VEIM0000574WD2;VEIM0000574;Meteo_idro_ARPAV_574;Meteo_idro_ARPAV;574;DVENTO2M;Direzione vento a 2m;WD2;300011149;Follina;01/06/2016;;208;FOLLINA (TV);TV;IM;Follina;1741931.736;5094402.068;45.96032669;12.12185345
VEIM0000574TPR;VEIM0000574;Meteo_idro_ARPAV_574;Meteo_idro_ARPAV;574;PREC;Precipitazione;TPR;300011152;Follina;01/06/2016;;208;FOLLINA (TV);TV;IM;Follina;1741931.736;5094402.068;45.96032669;12.12185345
