sensid;Codice;statid;subnetwork;Codice_SIRAV;type;descr;Nome breve sensore;Codice sensore;Nome;Inizio;Fine;Quota;Comune;Provincia;Acronimo;Nome stazione;Epsg3003_X;Epsg3003_Y;Epsg4258_Lat;Epsg4258_Lon
VEIM0000574TA2;VEIM0000574;Meteo_idro_ARPAV_574;Meteo_idro_ARPAV;574;TARIA2M;Temperatura aria a 2m;TA2;300011150;Follina;01/06/2016;;208;FOLLINA (TV);TV;IM;Follina;1741931.736;5094402.068;45.96032669;12.12185345
VEIM0000574UR2;VEIM0000574;Meteo_idro_ARPAV_574;Meteo_idro_ARPAV;574;UMID2M;Umidità relativa a 2m;UR2;;Follina;01/06/2016;;208;FOLLINA (TV);TV;IM;Follina;1741931.736;5094402.068;45.96032669;12.12185345
VEIM0000574VW2;VEIM0000574;Meteo_idro_ARPAV_574;Meteo_idro_ARPAV;574;VVENTO2M;Velocità vento a 2m;VW2;;Follina;01/06/2016;;208;FOLLINA (TV);TV;IM;Follina;1741931.736;5094402.068;45.96032669;12.12185345
VEIM0000575TPR;VEIM0000575;Meteo_idro_ARPAV_575;Meteo_idro_ARPAV;575;PREC;Precipitazione;TPR;300011191;Rio Chiesa Alto (Livinallongo);29/06/2016;;2097;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Rio Chiesa Alto (Livinallongo);1727456.964;5152722.629;46.48945123;11.96341809
VEIM0000575TA2;VEIM0000575;Meteo_idro_ARPAV_575;Meteo_idro_ARPAV;575;TARIA2M;Temperatura aria a 2m;TA2;300011188;Rio Chiesa Alto (Livinallongo);29/06/2016;;2097;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Rio Chiesa Alto (Livinallongo);1727456.964;5152722.629;46.48945123;11.96341809
VEIM0000577WD2;VEIM0000577;Meteo_idro_ARPAV_577;Meteo_idro_ARPAV;577;DVENTO2M;Direzione vento a 2m;WD2;300011289;Breda di Piave Via Bovon;06/10/2016;;17;BREDA DI PIAVE (TV);TV;IM;Breda di Piave Via Bovon;1763025.271;5068876.373;45.7232319;12.37967204
VEIM0000577TPR;VEIM0000577;Meteo_idro_ARPAV_577;Meteo_idro_ARPAV;577;PREC;Precipitazione;TPR;300011276;Breda di Piave Via Bovon;06/10/2016;;17;BREDA DI PIAVE (TV);TV;IM;Breda di Piave Via Bovon;1763025.271;5068876.373;45.7232319;12.37967204
VEIM0000577RSG;VEIM0000577;Meteo_idro_ARPAV_577;Meteo_idro_ARPAV;577;RADSOL;Radiazione solare globale;RSG;300011273;Breda di Piave Via Bovon;06/10/2016;;17;BREDA DI PIAVE (TV);TV;IM;Breda di Piave Via Bovon;1763025.271;5068876.373;45.7232319;12.37967204
VEIM0000577TA2;VEIM0000577;Meteo_idro_ARPAV_577;Meteo_idro_ARPAV;577;TARIA2M;Temperatura aria a 2m;TA2;300011268;Breda di Piave Via Bovon;06/10/2016;;17;BREDA DI PIAVE (TV);TV;IM;Breda di Piave Via Bovon;1763025.271;5068876.373;45.7232319;12.37967204
VEIM0000577UR2;VEIM0000577;Meteo_idro_ARPAV_577;Meteo_idro_ARPAV;577;UMID2M;Umidità relativa a 2m;UR2;;Breda di Piave Via Bovon;06/10/2016;;17;BREDA DI PIAVE (TV);TV;IM;Breda di Piave Via Bovon;1763025.271;5068876.373;45.7232319;12.37967204
VEIM0000577VW2;VEIM0000577;Meteo_idro_ARPAV_577;Meteo_idro_ARPAV;577;VVENTO2M;Velocità vento a 2m;VW2;;Breda di Piave Via Bovon;06/10/2016;;17;BREDA DI PIAVE (TV);TV;IM;Breda di Piave Via Bovon;1763025.271;5068876.373;45.7232319;12.37967204
VEIM0000058WD1;VEIM0000058;Meteo_idro_ARPAV_58;Meteo_idro_ARPAV;58;DVENTO10M;Direzione vento a 10m;WD1;300010769;Santo Stefano di Cadore;23/12/1984;;902;SANTO STEFANO DI CADORE (BL);BL;IM;Santo Stefano di Cadore;1772328.375;5162116.437;46.55719592;12.55254488
VEIM0000058WD5;VEIM0000058;Meteo_idro_ARPAV_58;Meteo_idro_ARPAV;58;DVENTO5M;Direzione vento a 5m;WD5;300001907;Santo Stefano di Cadore;23/12/1984;;902;SANTO STEFANO DI CADORE (BL);BL;IM;Santo Stefano di Cadore;1772328.375;5162116.437;46.55719592;12.55254488
VEIM0000058TPR;VEIM0000058;Meteo_idro_ARPAV_58;Meteo_idro_ARPAV;58;PREC;Precipitazione;TPR;300001910;Santo Stefano di Cadore;23/12/1984;;902;SANTO STEFANO DI CADORE (BL);BL;IM;Santo Stefano di Cadore;1772328.375;5162116.437;46.55719592;12.55254488
VEIM0000058RSG;VEIM0000058;Meteo_idro_ARPAV_58;Meteo_idro_ARPAV;58;RADSOL;Radiazione solare globale;RSG;300001911;Santo Stefano di Cadore;23/12/1984;;902;SANTO STEFANO DI CADORE (BL);BL;IM;Santo Stefano di Cadore;1772328.375;5162116.437;46.55719592;12.55254488
VEIM0000058TA2;VEIM0000058;Meteo_idro_ARPAV_58;Meteo_idro_ARPAV;58;TARIA2M;Temperatura aria a 2m;TA2;300001908;Santo Stefano di Cadore;23/12/1984;;902;SANTO STEFANO DI CADORE (BL);BL;IM;Santo Stefano di Cadore;1772328.375;5162116.437;46.55719592;12.55254488
VEIM0000058UR2;VEIM0000058;Meteo_idro_ARPAV_58;Meteo_idro_ARPAV;58;UMID2M;Umidità relativa a 2m;UR2;;Santo Stefano di Cadore;23/12/1984;;902;SANTO STEFANO DI CADORE (BL);BL;IM;Santo Stefano di Cadore;1772328.375;5162116.437;46.55719592;12.55254488
VEIM0000058VW1;VEIM0000058;Meteo_idro_ARPAV_58;Meteo_idro_ARPAV;58;VVENTO10M;Velocità vento a 10m;VW1;;Santo Stefano di Cadore;23/12/1984;;902;SANTO STEFANO DI CADORE (BL);BL;IM;Santo Stefano di Cadore;1772328.375;5162116.437;46.55719592;12.55254488
VEIM0000058VW5;VEIM0000058;Meteo_idro_ARPAV_58;Meteo_idro_ARPAV;58;VVENTO5M;Velocità vento a 5m;VW5;;Santo Stefano di Cadore;23/12/1984;;902;SANTO STEFANO DI CADORE (BL);BL;IM;Santo Stefano di Cadore;1772328.375;5162116.437;46.55719592;12.55254488
VEIM0000059WD5;VEIM0000059;Meteo_idro_ARPAV_59;Meteo_idro_ARPAV;59;DVENTO5M;Direzione vento a 5m;WD5;300003107;Domegge di Cadore;08/09/1988;;822;DOMEGGE DI CADORE (BL);BL;IM;Domegge di Cadore;1761890.685;5150944.043;46.46094955;12.41035969
VEIM0000059TPR;VEIM0000059;Meteo_idro_ARPAV_59;Meteo_idro_ARPAV;59;PREC;Precipitazione;TPR;300003110;Domegge di Cadore;08/09/1988;;822;DOMEGGE DI CADORE (BL);BL;IM;Domegge di Cadore;1761890.685;5150944.043;46.46094955;12.41035969
VEIM0000059RSG;VEIM0000059;Meteo_idro_ARPAV_59;Meteo_idro_ARPAV;59;RADSOL;Radiazione solare globale;RSG;300003111;Domegge di Cadore;08/09/1988;;822;DOMEGGE DI CADORE (BL);BL;IM;Domegge di Cadore;1761890.685;5150944.043;46.46094955;12.41035969
VEIM0000059TA2;VEIM0000059;Meteo_idro_ARPAV_59;Meteo_idro_ARPAV;59;TARIA2M;Temperatura aria a 2m;TA2;300003108;Domegge di Cadore;08/09/1988;;822;DOMEGGE DI CADORE (BL);BL;IM;Domegge di Cadore;1761890.685;5150944.043;46.46094955;12.41035969
VEIM0000059UR2;VEIM0000059;Meteo_idro_ARPAV_59;Meteo_idro_ARPAV;59;UMID2M;Umidità relativa a 2m;UR2;;Domegge di Cadore;08/09/1988;;822;DOMEGGE DI CADORE (BL);BL;IM;Domegge di Cadore;1761890.685;5150944.043;46.46094955;12.41035969
VEIM0000059VW5;VEIM0000059;Meteo_idro_ARPAV_59;Meteo_idro_ARPAV;59;VVENTO5M;Velocità vento a 5m;VW5;;Domegge di Cadore;08/09/1988;;822;DOMEGGE DI CADORE (BL);BL;IM;Domegge di Cadore;1761890.685;5150944.043;46.46094955;12.41035969
VEIM0000595HI1;VEIM0000595;Meteo_idro_ARPAV_595;Meteo_idro_ARPAV;595;LIDRO_1;Livello idrometrico 1;HI1;300011408;Bacchiglione a Ponte San Nicolo';01/12/2016;;12;PONTE SAN NICOLO' (PD);PD;IM;Bacchiglione a Ponte San Nicolo';1729838.996;5027833.162;45.36611378;11.93454359
VEIM0000595Q00;VEIM0000595;Meteo_idro_ARPAV_595;Meteo_idro_ARPAV;595;PORT_1;Portata;Q00;300012208;Bacchiglione a Ponte San Nicolo';01/12/2016;;12;PONTE SAN NICOLO' (PD);PD;IM;Bacchiglione a Ponte San Nicolo';1729838.996;5027833.162;45.36611378;11.93454359
VEIM0000597HID;VEIM0000597;Meteo_idro_ARPAV_597;Meteo_idro_ARPAV;597;LIDRO_1;Livello idrometrico;HID;300011749;Biois a Vallada;23/02/2017;;823;VALLADA AGORDINA (BL);BL;IM;Biois a Vallada;1727409.703;5138325.498;46.360074;11.955792
VEIM0000597Q00;VEIM0000597;Meteo_idro_ARPAV_597;Meteo_idro_ARPAV;597;PORT_1;Portata;Q00;300011808;Biois a Vallada;23/02/2017;;823;VALLADA AGORDINA (BL);BL;IM;Biois a Vallada;1727409.703;5138325.498;46.360074;11.955792
VEIM0000006HI1;VEIM0000006;Meteo_idro_ARPAV_6;Meteo_idro_ARPAV;6;LIDRO_1;Livello idrometrico 1;HI1;300001730;Cordevole a Saviner;18/04/1984;;1014;ROCCA PIETORE (BL);BL;IM;Cordevole a Saviner;1729455;5147590;46.44264642;11.98688899
VEIM0000006HI2;VEIM0000006;Meteo_idro_ARPAV_6;Meteo_idro_ARPAV;6;LIDRO_2;Livello idrometrico 2;HI2;300001728;Cordevole a Saviner;18/04/1984;;1014;ROCCA PIETORE (BL);BL;IM;Cordevole a Saviner;1729455;5147590;46.44264642;11.98688899
VEIM0000006Q01;VEIM0000006;Meteo_idro_ARPAV_6;Meteo_idro_ARPAV;6;PORT_1;Portata 1;Q01;300004451;Cordevole a Saviner;18/04/1984;;1014;ROCCA PIETORE (BL);BL;IM;Cordevole a Saviner;1729455;5147590;46.44264642;11.98688899
VEIM0000060TA2;VEIM0000060;Meteo_idro_ARPAV_60;Meteo_idro_ARPAV;60;TARIA2M;Temperatura aria a 2m;TA2;300001918;Malga Campobon (San Pietro di Cadore);05/11/1984;;1939;SAN PIETRO DI CADORE (BL);BL;IM;Malga Campobon (San Pietro di Cadore);1775801;5172010;46.64463814;12.60365549
VEIM0000600WD1;VEIM0000600;Meteo_idro_ARPAV_600;Meteo_idro_ARPAV;600;DVENTO10M;Direzione vento a 10m;WD1;300011949;Grumolo delle Abbadesse;29/05/2017;;26;GRUMOLO DELLE ABBADESSE (VI);VI;IM;Grumolo delle Abbadesse;1707321.877;5043798.998;45.51669272;11.65407532
VEIM0000600TPR;VEIM0000600;Meteo_idro_ARPAV_600;Meteo_idro_ARPAV;600;PREC;Precipitazione;TPR;300011953;Grumolo delle Abbadesse;29/05/2017;;26;GRUMOLO DELLE ABBADESSE (VI);VI;IM;Grumolo delle Abbadesse;1707321.877;5043798.998;45.51669272;11.65407532
VEIM0000600RSG;VEIM0000600;Meteo_idro_ARPAV_600;Meteo_idro_ARPAV;600;RADSOL;Radiazione solare globale;RSG;300011952;Grumolo delle Abbadesse;29/05/2017;;26;GRUMOLO DELLE ABBADESSE (VI);VI;IM;Grumolo delle Abbadesse;1707321.877;5043798.998;45.51669272;11.65407532
VEIM0000600TA2;VEIM0000600;Meteo_idro_ARPAV_600;Meteo_idro_ARPAV;600;TARIA2M;Temperatura aria a 2m;TA2;300011950;Grumolo delle Abbadesse;29/05/2017;;26;GRUMOLO DELLE ABBADESSE (VI);VI;IM;Grumolo delle Abbadesse;1707321.877;5043798.998;45.51669272;11.65407532
VEIM0000600UR2;VEIM0000600;Meteo_idro_ARPAV_600;Meteo_idro_ARPAV;600;UMID2M;Umidità relativa a 2m;UR2;;Grumolo delle Abbadesse;29/05/2017;;26;GRUMOLO DELLE ABBADESSE (VI);VI;IM;Grumolo delle Abbadesse;1707321.877;5043798.998;45.51669272;11.65407532
VEIM0000600VW1;VEIM0000600;Meteo_idro_ARPAV_600;Meteo_idro_ARPAV;600;VVENTO10M;Velocità vento a 10m;VW1;;Grumolo delle Abbadesse;29/05/2017;;26;GRUMOLO DELLE ABBADESSE (VI);VI;IM;Grumolo delle Abbadesse;1707321.877;5043798.998;45.51669272;11.65407532
VEIM0000601TPR;VEIM0000601;Meteo_idro_ARPAV_601;Meteo_idro_ARPAV;601;PREC;Precipitazione;TPR;300012108;Rifugio Son Forca (rio Gere) CAE;22/09/2017;;2223;CORTINA D'AMPEZZO (BL);BL;IM;Rifugio Son Forca (rio Gere) CAE;1744236.319;5162098.902;46.56782928;12.18664944
VEIM0000602SND;VEIM0000602;Meteo_idro_ARPAV_602;Meteo_idro_ARPAV;602;NIVOM;Altezza neve;SND;300012548;Monte Cherz SIAP;16/10/2017;;2010;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Monte Cherz SIAP;1720814.652;5155350.617;46.51528101;11.87823031
VEIM0000602WD1;VEIM0000602;Meteo_idro_ARPAV_602;Meteo_idro_ARPAV;602;DVENTO10M;Direzione vento a 10m;WD1;300013029;Monte Cherz SIAP;16/10/2017;;2010;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Monte Cherz SIAP;1720814.652;5155350.617;46.51528101;11.87823031
VEIM0000602RSG;VEIM0000602;Meteo_idro_ARPAV_602;Meteo_idro_ARPAV;602;RADSOL;Radiazione solare globale;RSG;300012552;Monte Cherz SIAP;16/10/2017;;2010;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Monte Cherz SIAP;1720814.652;5155350.617;46.51528101;11.87823031
VEIM0000602TA8;VEIM0000602;Meteo_idro_ARPAV_602;Meteo_idro_ARPAV;602;TARIA8M;Temperatura aria a 8m;TA8;300012549;Monte Cherz SIAP;16/10/2017;;2010;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Monte Cherz SIAP;1720814.652;5155350.617;46.51528101;11.87823031
VEIM0000602UR8;VEIM0000602;Meteo_idro_ARPAV_602;Meteo_idro_ARPAV;602;UMID8M;Umidità relativa a 8m;UR8;;Monte Cherz SIAP;16/10/2017;;2010;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Monte Cherz SIAP;1720814.652;5155350.617;46.51528101;11.87823031
VEIM0000602VW1;VEIM0000602;Meteo_idro_ARPAV_602;Meteo_idro_ARPAV;602;VVENTO10M;Velocità vento a 10m;VW1;;Monte Cherz SIAP;16/10/2017;;2010;LIVINALLONGO DEL COL DI LANA (BL);BL;IM;Monte Cherz SIAP;1720814.652;5155350.617;46.51528101;11.87823031
VEIM0000606HID;VEIM0000606;Meteo_idro_ARPAV_606;Meteo_idro_ARPAV;606;LIDRO_1;Livello idrometrico;HID;300012948;Illasi a Badia Calavena (BIM Adige);01/03/2019;;483;BADIA CALAVENA (VR);VR;IM;Illasi a Badia Calavena (BIM Adige);1667840.949;5050083.875;45.58385;11.15114722
VEIM0000607HI1;VEIM0000607;Meteo_idro_ARPAV_607;Meteo_idro_ARPAV;607;LIDRO_1;Livello idrometrico 1;HI1;300013608;Adige a Pescantina;01/01/2020;;76;PESCANTINA (VR);VR;IM;Adige a Pescantina;1645706.2;5037893.9;45.4791791;10.86394711
VEIM0000607Q00;VEIM0000607;Meteo_idro_ARPAV_607;Meteo_idro_ARPAV;607;PORT_1;Portata;Q00;300013610;Adige a Pescantina;01/01/2020;;76;PESCANTINA (VR);VR;IM;Adige a Pescantina;1645706.2;5037893.9;45.4791791;10.86394711
VEIM0000607VH2;VEIM0000607;Meteo_idro_ARPAV_607;Meteo_idro_ARPAV;607;VELOSUPERF;Velocità superficiale;VH2;;Adige a Pescantina;01/01/2020;;76;PESCANTINA (VR);VR;IM;Adige a Pescantina;1645706.2;5037893.9;45.4791791;10.86394711
VEIM0000608TPR;VEIM0000608;Meteo_idro_ARPAV_608;Meteo_idro_ARPAV;608;PREC;Precipitazione;TPR;300013650;Rio Rudan (Antelao);19/06/2019;;2133;VODO CADORE (BL);BL;IM;Rio Rudan (Antelao);1750780.029;5148363.856;46.442017;12.264492
VEIM0000609TPR;VEIM0000609;Meteo_idro_ARPAV_609;Meteo_idro_ARPAV;609;PREC;Precipitazione;TPR;300013651;Rio Rudan (Antelao) 2° pluviometro;19/06/2019;;2133;VODO CADORE (BL);BL;IM;Rio Rudan (Antelao) 2° pluviometro;1750780.029;5148363.856;46.442017;12.264492
VEIM0000061HID;VEIM0000061;Meteo_idro_ARPAV_61;Meteo_idro_ARPAV;61;LIDRO_1;Livello idrometrico;HID;300003589;Cimacanale (Santo Stefano di Cadore);07/11/1985;;1246;SANTO STEFANO DI CADORE (BL);BL;IM;Cimacanale (Santo Stefano di Cadore);1778097;5167374;46.6020538;12.63080725
VEIM0000061TPR;VEIM0000061;Meteo_idro_ARPAV_61;Meteo_idro_ARPAV;61;PREC;Precipitazione;TPR;300001923;Cimacanale (Santo Stefano di Cadore);07/11/1985;;1246;SANTO STEFANO DI CADORE (BL);BL;IM;Cimacanale (Santo Stefano di Cadore);1778097;5167374;46.6020538;12.63080725
VEIM0000061TA2;VEIM0000061;Meteo_idro_ARPAV_61;Meteo_idro_ARPAV;61;TARIA2M;Temperatura aria a 2m;TA2;300001922;Cimacanale (Santo Stefano di Cadore);07/11/1985;;1246;SANTO STEFANO DI CADORE (BL);BL;IM;Cimacanale (Santo Stefano di Cadore);1778097;5167374;46.6020538;12.63080725
VEIM0000610TPR;VEIM0000610;Meteo_idro_ARPAV_610;Meteo_idro_ARPAV;610;PREC;Precipitazione;TPR;300014029;Fener;09/01/2021;;175;ALANO DI PIAVE (BL);BL;IM;Fener;1728616.408;5087022.268;45.898557;11.946735
VEIM0000610TA2;VEIM0000610;Meteo_idro_ARPAV_610;Meteo_idro_ARPAV;610;TARIA2M;Temperatura aria a 2m;TA2;300014028;Fener;09/01/2021;;175;ALANO DI PIAVE (BL);BL;IM;Fener;1728616.408;5087022.268;45.898557;11.946735
VEIM0000611TPR;VEIM0000611;Meteo_idro_ARPAV_611;Meteo_idro_ARPAV;611;PREC;Precipitazione;TPR;300014049;Bovolenta;17/12/2020;;8;BOVOLENTA (PD);PD;IM;Bovolenta;1730051.476;5017879.352;45.276565;11.932629
VEIM0000611TA2;VEIM0000611;Meteo_idro_ARPAV_611;Meteo_idro_ARPAV;611;TARIA2M;Temperatura aria a 2m;TA2;300014048;Bovolenta;17/12/2020;;8;BOVOLENTA (PD);PD;IM;Bovolenta;1730051.476;5017879.352;45.276565;11.932629
VEIM0000612TPR;VEIM0000612;Meteo_idro_ARPAV_612;Meteo_idro_ARPAV;612;PREC;Precipitazione;TPR;300014051;La Guarda (Cesiomaggiore);12/01/2021;;656;CESIOMAGGIORE (BL);BL;IM;La Guarda (Cesiomaggiore);1727513.7;5112539.528;46.12827704;11.94469992
VEIM0000612TA2;VEIM0000612;Meteo_idro_ARPAV_612;Meteo_idro_ARPAV;612;TARIA2M;Temperatura aria a 2m;TA2;300014050;La Guarda (Cesiomaggiore);12/01/2021;;656;CESIOMAGGIORE (BL);BL;IM;La Guarda (Cesiomaggiore);1727513.7;5112539.528;46.12827704;11.94469992
VEIM0000613TPR;VEIM0000613;Meteo_idro_ARPAV_613;Meteo_idro_ARPAV;613;PREC;Precipitazione;TPR;300014056;Chioggia (centro);18/12/2020;;2;CHIOGGIA (VE);VE;IM;Chioggia (centro);1757801.542;5012447.853;45.218127;12.283051
VEIM0000613TA2;VEIM0000613;Meteo_idro_ARPAV_613;Meteo_idro_ARPAV;613;TARIA2M;Temperatura aria a 2m;TA2;300014055;Chioggia (centro);18/12/2020;;2;CHIOGGIA (VE);VE;IM;Chioggia (centro);1757801.542;5012447.853;45.218127;12.283051
VEIM0000614TPR;VEIM0000614;Meteo_idro_ARPAV_614;Meteo_idro_ARPAV;614;PREC;Precipitazione;TPR;300014069;Isola Vicentina;13/01/2021;;72;ISOLA VICENTINA (VI);VI;IM;Isola Vicentina;1691401.753;5054848.85;45.62061319;11.45476825
VEIM0000614TA2;VEIM0000614;Meteo_idro_ARPAV_614;Meteo_idro_ARPAV;614;TARIA2M;Temperatura aria a 2m;TA2;300014068;Isola Vicentina;13/01/2021;;72;ISOLA VICENTINA (VI);VI;IM;Isola Vicentina;1691401.753;5054848.85;45.62061319;11.45476825
VEIM0000615WD1;VEIM0000615;Meteo_idro_ARPAV_615;Meteo_idro_ARPAV;615;DVENTO10M;Direzione vento a 10m;WD1;300014129;Jesolo - Cortellazzo;12/02/2021;;2;IESOLO (VE);VE;IM;Jesolo - Cortellazzo;1785698.754;5049015.782;45.535854;12.65882
VEIM0000615TPR;VEIM0000615;Meteo_idro_ARPAV_615;Meteo_idro_ARPAV;615;PREC;Precipitazione;TPR;300014089;Jesolo - Cortellazzo;12/02/2021;;2;IESOLO (VE);VE;IM;Jesolo - Cortellazzo;1785698.754;5049015.782;45.535854;12.65882
VEIM0000615TA2;VEIM0000615;Meteo_idro_ARPAV_615;Meteo_idro_ARPAV;615;TARIA2M;Temperatura aria a 2m;TA2;300014088;Jesolo - Cortellazzo;12/02/2021;;2;IESOLO (VE);VE;IM;Jesolo - Cortellazzo;1785698.754;5049015.782;45.535854;12.65882
VEIM0000615UR2;VEIM0000615;Meteo_idro_ARPAV_615;Meteo_idro_ARPAV;615;UMID2M;Umidità relativa a 2m;UR2;;Jesolo - Cortellazzo;12/02/2021;;2;IESOLO (VE);VE;IM;Jesolo - Cortellazzo;1785698.754;5049015.782;45.535854;12.65882
VEIM0000615VW1;VEIM0000615;Meteo_idro_ARPAV_615;Meteo_idro_ARPAV;615;VVENTO10M;Velocità vento a 10m;VW1;;Jesolo - Cortellazzo;12/02/2021;;2;IESOLO (VE);VE;IM;Jesolo - Cortellazzo;1785698.754;5049015.782;45.535854;12.65882
VEIM0000616TPR;VEIM0000616;Meteo_idro_ARPAV_616;Meteo_idro_ARPAV;616;PREC;Precipitazione;TPR;300014149;Fortogna (Longarone);16/01/2021;;442;LONGARONE (BL);BL;IM;Fortogna (Longarone);1753736.2;5125074.653;46.231666;12.29032
VEIM0000616TA2;VEIM0000616;Meteo_idro_ARPAV_616;Meteo_idro_ARPAV;616;TARIA2M;Temperatura aria a 2m;TA2;300014148;Fortogna (Longarone);16/01/2021;;442;LONGARONE (BL);BL;IM;Fortogna (Longarone);1753736.2;5125074.653;46.231666;12.29032
VEIM0000617WD1;VEIM0000617;Meteo_idro_ARPAV_617;Meteo_idro_ARPAV;617;DVENTO10M;Direzione vento a 10m;WD1;300014169;Marcon loc. Zuccarello;24/07/2021;;1;MARCON (VE);VE;IM;Marcon loc. Zuccarello;1763790.712;5048224.863;45.537387;12.378313
VEIM0000617TPR;VEIM0000617;Meteo_idro_ARPAV_617;Meteo_idro_ARPAV;617;PREC;Precipitazione;TPR;300014172;Marcon loc. Zuccarello;24/07/2021;;1;MARCON (VE);VE;IM;Marcon loc. Zuccarello;1763790.712;5048224.863;45.537387;12.378313
VEIM0000617TA2;VEIM0000617;Meteo_idro_ARPAV_617;Meteo_idro_ARPAV;617;TARIA2M;Temperatura aria a 2m;TA2;300014170;Marcon loc. Zuccarello;24/07/2021;;1;MARCON (VE);VE;IM;Marcon loc. Zuccarello;1763790.712;5048224.863;45.537387;12.378313
VEIM0000617UR2;VEIM0000617;Meteo_idro_ARPAV_617;Meteo_idro_ARPAV;617;UMID2M;Umidità relativa a 2m;UR2;;Marcon loc. Zuccarello;24/07/2021;;1;MARCON (VE);VE;IM;Marcon loc. Zuccarello;1763790.712;5048224.863;45.537387;12.378313
VEIM0000617VW1;VEIM0000617;Meteo_idro_ARPAV_617;Meteo_idro_ARPAV;617;VVENTO10M;Velocità vento a 10m;VW1;;Marcon loc. Zuccarello;24/07/2021;;1;MARCON (VE);VE;IM;Marcon loc. Zuccarello;1763790.712;5048224.863;45.537387;12.378313
VEIM0000618TPR;VEIM0000618;Meteo_idro_ARPAV_618;Meteo_idro_ARPAV;618;PREC;Precipitazione;TPR;300014182;Crosara (Marostica);06/03/2021;;429;MAROSTICA (VI);VI;IM;Crosara (Marostica);1703527.786;5072332.198;45.774361;11.61748
VEIM0000618TA2;VEIM0000618;Meteo_idro_ARPAV_618;Meteo_idro_ARPAV;618;TARIA2M;Temperatura aria a 2m;TA2;300014181;Crosara (Marostica);06/03/2021;;429;MAROSTICA (VI);VI;IM;Crosara (Marostica);1703527.786;5072332.198;45.774361;11.61748
VEIM0000619TPR;VEIM0000619;Meteo_idro_ARPAV_619;Meteo_idro_ARPAV;619;PREC;Precipitazione;TPR;300014185;Montebelluna loc. Contea;15/12/2020;;107;MONTEBELLUNA (TV);TV;IM;Montebelluna loc. Contea;1733726.713;5073076.724;45.771498;12.005757
VEIM0000619TA2;VEIM0000619;Meteo_idro_ARPAV_619;Meteo_idro_ARPAV;619;TARIA2M;Temperatura aria a 2m;TA2;300014184;Montebelluna loc. Contea;15/12/2020;;107;MONTEBELLUNA (TV);TV;IM;Montebelluna loc. Contea;1733726.713;5073076.724;45.771498;12.005757
VEIM0000062HI1;VEIM0000062;Meteo_idro_ARPAV_62;Meteo_idro_ARPAV;62;LIDRO_1;Livello idrometrico 1;HI1;300001926;Padola  a Santo Stefano;01/01/1986;;905;SANTO STEFANO DI CADORE (BL);BL;IM;Padola  a Santo Stefano;1771945;5162330;46.55926927;12.54767828
VEIM0000062HI2;VEIM0000062;Meteo_idro_ARPAV_62;Meteo_idro_ARPAV;62;LIDRO_2;Livello idrometrico 2;HI2;300001927;Padola  a Santo Stefano;01/01/1986;;905;SANTO STEFANO DI CADORE (BL);BL;IM;Padola  a Santo Stefano;1771945;5162330;46.55926927;12.54767828
VEIM0000062Q01;VEIM0000062;Meteo_idro_ARPAV_62;Meteo_idro_ARPAV;62;PORT_1;Portata 1;Q01;300005315;Padola  a Santo Stefano;01/01/1986;;905;SANTO STEFANO DI CADORE (BL);BL;IM;Padola  a Santo Stefano;1771945;5162330;46.55926927;12.54767828
VEIM0000620TPR;VEIM0000620;Meteo_idro_ARPAV_620;Meteo_idro_ARPAV;620;PREC;Precipitazione;TPR;300014188;Nervesa della Battaglia;15/12/2020;;80;NERVESA DELLA BATTAGLIA (TV);TV;IM;Nervesa della Battaglia;1748767.357;5078706.81;45.816843;12.201804
VEIM0000620TA2;VEIM0000620;Meteo_idro_ARPAV_620;Meteo_idro_ARPAV;620;TARIA2M;Temperatura aria a 2m;TA2;300014187;Nervesa della Battaglia;15/12/2020;;80;NERVESA DELLA BATTAGLIA (TV);TV;IM;Nervesa della Battaglia;1748767.357;5078706.81;45.816843;12.201804
VEIM0000621WD1;VEIM0000621;Meteo_idro_ARPAV_621;Meteo_idro_ARPAV;621;DVENTO10M;Direzione vento a 10m;WD1;300014209;Peschiera - Dolci;05/02/2021;;100;PESCHIERA DEL GARDA (VR);VR;IM;Peschiera - Dolci;1632015.826;5031488.575;45.424275;10.687142
VEIM0000621TPR;VEIM0000621;Meteo_idro_ARPAV_621;Meteo_idro_ARPAV;621;PREC;Precipitazione;TPR;300014212;Peschiera - Dolci;05/02/2021;;100;PESCHIERA DEL GARDA (VR);VR;IM;Peschiera - Dolci;1632015.826;5031488.575;45.424275;10.687142
VEIM0000621TA2;VEIM0000621;Meteo_idro_ARPAV_621;Meteo_idro_ARPAV;621;TARIA2M;Temperatura aria a 2m;TA2;300014210;Peschiera - Dolci;05/02/2021;;100;PESCHIERA DEL GARDA (VR);VR;IM;Peschiera - Dolci;1632015.826;5031488.575;45.424275;10.687142
